"Id","Year","Name","Series Name","Link","Related/Other Colours"
"13357","1995","Classic Caddy","1995 Treasure Hunts","https://hotwheels.fandom.com/wiki/Classic_Caddy","2529,18777"
"13359","1995","Classic Nomad","1995 Treasure Hunts","https://hotwheels.fandom.com/wiki/Classic_Nomad","54384,P2445,R7592,X1795,X2041,FJW65,FJY61,FYG57,FYC14,FYD92,HKH73"
"13360","1995","Classic Cobra","1995 Treasure Hunts","https://hotwheels.fandom.com/wiki/Classic_Cobra","13292,2535,T9814,V0051,V5228,GHC75,GHG36,GTB48,GTD13,HCV65,HCX48,HTB53"
"13361","1995","'31 Doozie","1995 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2731_Doozie","17966,24111,53719,57173"
"12794","1995","Lumina Stocker","Race Team Series","https://hotwheels.fandom.com/wiki/Lumina_Stocker",""
"12803","1995","Hot Wheels 500","Race Team Series","https://hotwheels.fandom.com/wiki/Hot_Wheels_500","19942,21094,26020,26998"
"12795","1995","Side-Splitter","Race Team Series","https://hotwheels.fandom.com/wiki/Side-Splitter","57235"
"13265","1995","Dragster","Race Team Series","https://hotwheels.fandom.com/wiki/Dragster","13326,11847,53707,57202,M6865"
"13267","1995","Sharkruiser","Krackle Car Series","https://hotwheels.fandom.com/wiki/Sharkruiser","18554,50013,57106,B3796,J3455,K7581,R7608,V5514,V5622,X1667,X1903,X1895,BFC66,BFG04,CFH61,CFL50,FYG02"
"13268","1995","Turboa","Krackle Car Series","https://hotwheels.fandom.com/wiki/Turboa","18550,J7990"
"13269","1995","Split Window '63","Krackle Car Series","https://hotwheels.fandom.com/wiki/Split_Window_%2763","13354,54340,M6911"
"13271","1995","Flashfire","Krackle Car Series","https://hotwheels.fandom.com/wiki/Flashfire","19971,25378,53708,55080,C1364,G6762"
"13272","1995","Steel Passion","Steel Stamp Series","https://hotwheels.fandom.com/wiki/Purple_Passion","13350,13279,25422,50118,54365,57232,B3847,G6736,L3106,R7491,X1835,X1986,X2054,HTF22"
"13274","1995","Zender Fact 4","Steel Stamp Series","https://hotwheels.fandom.com/wiki/Zender_Fact_4","13867,20034,25395,57107,B3813"
"13276","1995","'56 Flashsider","Steel Stamp Series","https://hotwheels.fandom.com/wiki/%2756_Flashsider","15220,16675,19940,19582,22387,26028,57227,G6740,R7621,T9847,T9961"
"13277","1995","'57 Chevy","Steel Stamp Series","https://hotwheels.fandom.com/wiki/%2757_Chevy","15235,15270,15080,18824,18796,19956,24091,27072,29284,50088,54425,B3846,G6739,J3492,M6869,T9722,T9737,T9867,V0061,X1859,X2002,FJW21,FYC41,FYG62,FYF17,GHD26,GHG27,HCV07,HCX92,HTB75,HTD56"
"13282","1995","Talbot Lago","Pearl Driver Series","https://hotwheels.fandom.com/wiki/Talbot_Lago","12342,17965,17965,53716,H9065,J8004"
"13279","1995","Pearl Passion","Pearl Driver Series","https://hotwheels.fandom.com/wiki/Purple_Passion","13350,13272,25422,50118,54365,B3847,G6736,L3106,R7491,X1835,X1986,X2054,HTF22"
"13280","1995","VW Bug","Pearl Driver Series","https://hotwheels.fandom.com/wiki/VW_Bug","13353,15240,16917,18797,21310,J0413,J8028,M6903,FJX62,FJY49,GRY79,GTD22,GTC73,HCV26,HCY59,HCW88,HTB35,HTF09"
"13283","1995","Jaguar XJ220","Pearl Driver Series","https://hotwheels.fandom.com/wiki/Jaguar_XJ220","15077,12865,16931,18787,21107,24096,27126,50123,FYC32,GHC34"
"13284","1995","Splittin' Image II","Dark Rider Series","https://hotwheels.fandom.com/wiki/Splittin%27_Image_II","11850,21328,27121,57156"
"13285","1995","Twin Mill II","Dark Rider Series","https://hotwheels.fandom.com/wiki/Twin_Mill_II","16937,19952,19538,21308,26023,50121,54386,J7996"
"13286","1995","Silhouette II","Dark Rider Series","https://hotwheels.fandom.com/wiki/Silhouette_II","15259,5267,16685,16938,18812,21330,55037,57246"
"13287","1995","Rigor Motor","Dark Rider Series","https://hotwheels.fandom.com/wiki/Rigor_Motor","19515,21091,24066,26044,50104,54456,H9046,J3421,R7474,BFC88,DTX67,DVB65,GRY32,GTB49"
"13290","1995","Street Roader","Roarin' Rods Series","https://hotwheels.fandom.com/wiki/Street_Roader","12344,16923,18799,21343"
"13291","1995","Roll Patrol","Roarin' Rods Series","https://hotwheels.fandom.com/wiki/Trailbuster","16808,22401,50065,54444"
"13292","1995","Classic Cobra","Roarin' Rods Series","https://hotwheels.fandom.com/wiki/Classic_Cobra","13360,2535,T9814,V0051,V5228,GHC75,GHG36,GTB48,GTD13,HCV65,HCX48,HTB53"
"13289","1995","Mini Truck","Roarin' Rods Series","https://hotwheels.fandom.com/wiki/Mini_Truck","16914,18779,21108,24116,26039,53756,C1374"
"13294","1995","Cybercruiser","Hot Hubs Series","https://hotwheels.fandom.com/wiki/Pipe_Jammer",""
"13297","1995","Shadow Jet","Hot Hubs Series","https://hotwheels.fandom.com/wiki/Shadow_Jet","4699,16935,18773,21306,53746,J3452,M6888"
"13925","1995","Vampyra","Hot Hubs Series","https://hotwheels.fandom.com/wiki/Vampyra","J3456,T9913,V5519,DHR99,FJX40"
"13298","1995","Suzuki Quadracer","Hot Hubs Series","https://hotwheels.fandom.com/wiki/Suzuki_Quadracer",""
"13299","1995","3-Window '34","Speed Gleamer Series","https://hotwheels.fandom.com/wiki/3-Window_%2734","1299,12931,16908,18818,21301,27099,50077,54390,57230,G6741,J3484,X1840,X2038"
"13300","1995","T-Bucket","Speed Gleamer Series","https://hotwheels.fandom.com/wiki/T-Bucket","M6895,R7573"
"13302","1995","Ratmobile","Speed Gleamer Series","https://hotwheels.fandom.com/wiki/Ratmobile","X1705,X1890"
"13303","1995","Limozeen","Speed Gleamer Series","https://hotwheels.fandom.com/wiki/Limozeen","16915,18782,50089,57154"
"13304","1995","Peterbilt Dump Truck","Real Riders Series","https://hotwheels.fandom.com/wiki/Peterbilt_Dump_Truck","1560,23823,25382,57147"
"13305","1995","Mercedes-Benz Unimog","Real Riders Series","https://hotwheels.fandom.com/wiki/Mercedes-Benz_Unimog","16930,23815,27100,26992"
"13307","1995","'59 Caddy","Real Riders Series","https://hotwheels.fandom.com/wiki/%2759_Caddy","15251,15078,18781,24090,50117,55093"
"13308","1995","Corvette Stingray (1976)","Real Riders Series","https://hotwheels.fandom.com/wiki/Corvette_Stingray_(1976)","12925,16933,50664,DHP83,DHX81,DHX34"
"13309","1995","Fire Eater","Silver Series","https://hotwheels.fandom.com/wiki/Fire_Eater","15276,GTB15"
"13310","1995","Rodzilla","Silver Series","https://hotwheels.fandom.com/wiki/Rodzilla","23801,27093,55052,K7583,Y5852,BFC78"
"13312","1995","Propper Chopper","Silver Series","https://hotwheels.fandom.com/wiki/Propper_Chopper","15260,19967,21109,26008,29298,50103,R7612,X1694,CFH72,CFL84,DTY01,HTB18,HTD69"
"13315","1995","School Bus","Silver Series","https://hotwheels.fandom.com/wiki/School_Bus","15239,16911,18802,21111,24069,29271,50084"
"13318","1995","Ford Aerostar","Photo Finish Series","https://hotwheels.fandom.com/wiki/Ford_Aerostar",""
"13319","1995","Flyin' Aces Blimp","Photo Finish Series","https://hotwheels.fandom.com/wiki/Blimp","16684,24088,27108,53739,K7591"
"13320","1995","Tank Truck","Photo Finish Series","https://hotwheels.fandom.com/wiki/Tank_Truck","2076,16912,19550,21347"
"13322","1995","Hiway Hauler","Photo Finish Series","https://hotwheels.fandom.com/wiki/Hiway_Hauler_(1992)","54449,57161,J3401,P2434"
"13323","1995","Race Truck","Racing Metals Series","https://hotwheels.fandom.com/wiki/Bywayman","15236,19579,24095,26025,53726,57166"
"13324","1995","Ramp Truck","Racing Metals Series","https://hotwheels.fandom.com/wiki/Ramp_Truck","15233,19943,24074,26995"
"13325","1995","Camaro Racer","Racing Metals Series","https://hotwheels.fandom.com/wiki/%2793_Camaro","11253,15776,18768,19961,21346"
"13326","1995","Dragster","Racing Metals Series","https://hotwheels.fandom.com/wiki/Dragster","13265,11847,53707,57202,M6865"
"5904","1995","Good Humor Truck","White","https://hotwheels.fandom.com/wiki/Good_Humor_Truck","57236,P2433,T9881,V0011,FKB34,GHC19,GHF96,GRY78,HCX97,HKH19,HKJ92,HTB48"
"2195","1995","'37 Bugatti","Blue","https://hotwheels.fandom.com/wiki/%2737_Bugatti","15085,24112,53706,55090"
"2535","1995","Classic Cobra","Orange","https://hotwheels.fandom.com/wiki/Classic_Cobra","13360,13292,T9814,V0051,V5228,GHC75,GHG36,GTB48,GTD13,HCV65,HCX48,HTB53"
"13576","1995","Ferrari Testarossa","Red","https://hotwheels.fandom.com/wiki/Ferrari_Testarossa","16304,19712"
"2529","1995","Classic Caddy","Blue","https://hotwheels.fandom.com/wiki/%2735_Classic_Caddy","13357,18777,50645,57097"
"1790","1995","Kenworth Big Rig","Black","https://hotwheels.fandom.com/wiki/Big_Rig","21341"
"5665","1995","Ferrari 250","Yellow","https://hotwheels.fandom.com/wiki/Ferrari_250","15076,12936,17961,19559,53747,P2494"
"9599","1995","'32 Ford Delivery","White","https://hotwheels.fandom.com/wiki/%2732_Ford_Delivery","12927,21096,23806,26029,54334,B3842,G6824,M6915"
"2076","1995","Tank Truck","Red/Chrome","https://hotwheels.fandom.com/wiki/Tank_Truck","13320,16912,19550,21347"
"0420","1995","'65 Mustang Convertible","Red","https://hotwheels.fandom.com/wiki/%2765_Mustang_Convertible","13871,24065,25424,55032,B3844,J3413,P2351,P2363,GHC77"
"5142","1995","Mercedes 540K","Blue","https://hotwheels.fandom.com/wiki/Mercedes_540K","19957,19957,21088,21349"
"15249","1995","Custom Corvette","Black","https://hotwheels.fandom.com/wiki/Custom_Corvette_Convertible","15249,16929,18778,21348"
"2902","1995","Oshkosh Snowplow","Orange","https://hotwheels.fandom.com/wiki/Oshkosh_Snow_Plow","15226,19934,29289,55056"
"4406","1995","Lamborghini Diablo","Yellow","https://hotwheels.fandom.com/wiki/Lamborghini_Diablo","19950,21105,27081,50654,57180"
"12342","1995","Talbot Lago","Black","https://hotwheels.fandom.com/wiki/Talbot_Lago","13282,17965,17965,53716,H9065,J8004"
"12344","1995","Street Roader","White","https://hotwheels.fandom.com/wiki/Street_Roader","13290,16923,18799,21343"
"13506","1995","Sol-Aire CX-4","Metallic Blue","https://hotwheels.fandom.com/wiki/Sol-Aire_CX-4","13506,18823,18805,13578,26045"
"1299","1995","3 Window 34","Metalflake Silver","https://hotwheels.fandom.com/wiki/3-Window_%2734","13299,12931,16908,18818,21301,27099,50077,54390,57230,G6741,J3484,X1840,X2038"
"12351","1995","Blazer 4X4","Light Blue","https://hotwheels.fandom.com/wiki/Blazer_4%C3%974",""
"12357","1995","Lexus SC400","Maroon","https://hotwheels.fandom.com/wiki/Lexus_SC400","19939,26010,29276,55048,57206"
"12360","1995","Olds 442 W-30","Yellow","https://hotwheels.fandom.com/wiki/Olds_442_W-30","13349,16946,19584,26011,29299,50008,55039,57211,J3431,T9892,X1686,X1880,DHR62,DHX52,FYC24"
"12362","1995","Oshkosh Cement Mixer","Yellow","https://hotwheels.fandom.com/wiki/Oshkosh_Cement_Mixer","12362,19547,23825,27090,50663,55815"
"14860","1996","Monte Carlo Stocker","1996 Model Series","https://hotwheels.fandom.com/wiki/Monte_Carlo_Stocker_(1996)",""
"14841","1996","1996 Mustang GT","1996 First Editions","https://hotwheels.fandom.com/wiki/1996_Mustang_GT","18810,18604,22035,24072,50644,57141"
"14907","1996","Chevy 1500","1996 First Editions","https://hotwheels.fandom.com/wiki/Chevy_1500","16907,19520,22391,50631,55063,57182,J3487,T9763"
"14908","1996","1970 Dodge Charger Daytona","1996 First Editions","https://hotwheels.fandom.com/wiki/1970_Dodge_Charger_Daytona","18803,26009,50100,57144"
"14913","1996","Street Cleaver","1996 First Editions","https://hotwheels.fandom.com/wiki/Street_Cleaver","16678,P2436,T9787,X1701,CFH34,CFL48,DHT76,HCV02,HCW98"
"14910","1996","Rail Rodder","1996 First Editions","https://hotwheels.fandom.com/wiki/Rail_Rodder","16676,19463,22411,24076,29277,57096"
"14912","1996","Volkswagen Drag Bus","1996 First Editions","https://hotwheels.fandom.com/wiki/Volkswagen_Drag_Bus","H9446,K4692"
"14911","1996","Road Rocket","1996 First Editions","https://hotwheels.fandom.com/wiki/Road_Rocket","16905,18822,19537,24113,50632,B3772,J3497,K7692"
"14909","1996","Turbo Flame (Sizzlers)","1996 First Editions","https://hotwheels.fandom.com/wiki/Turbo_Flame","16944,18819,21323,27079,57132,B3801"
"14914","1996","Radio Flyer Wagon","1996 First Editions","https://hotwheels.fandom.com/wiki/Radio_Flyer_Wagon","16680,15788,20398,53715,J8010"
"14915","1996","Dogfighter","1996 First Editions","https://hotwheels.fandom.com/wiki/Dogfighter","16682,18804,22413,29278,55031,B3781"
"14916","1996","Twang Thang","1996 First Editions","https://hotwheels.fandom.com/wiki/Twang_Thang","16942,18815,22410,24118,29279,57152"
"14917","1996","Ferrari F50 Spider","1996 First Editions","https://hotwheels.fandom.com/wiki/Ferrari_F50_Spider","17964,19523"
"15218","1996","Dodge Ram 1500 (1995)","1996 Race Truck Series","https://hotwheels.fandom.com/wiki/Dodge_Ram_1500_(1995)","13344,22415,24073,26027,54460,57134,J8008"
"15219","1996","Kenworth T-600A","1996 Race Truck Series","https://hotwheels.fandom.com/wiki/Kenworth_T-600A","18817,21341"
"15220","1996","'56 Flashsider","1996 Race Truck Series","https://hotwheels.fandom.com/wiki/%2756_Flashsider","13276,16675,19940,19582,22387,26028,57227,G6740,R7621,T9847,T9961"
"15221","1996","Nissan Truck","1996 Race Truck Series","https://hotwheels.fandom.com/wiki/Nissan_Truck","16947,18801,26024"
"15223","1996","'57 T-Bird","1996 Flamethrower Series","https://hotwheels.fandom.com/wiki/%2757_T-Bird_(1978)","13352,95538,18767,26378,29272,50090,55050,M6964"
"15224","1996","Hydroplane","1996 Flamethrower Series","https://hotwheels.fandom.com/wiki/Hydroplane","13342,16922,18783,19542,24067,25426,G6801"
"15225","1996","Range Rover","1996 Flamethrower Series","https://hotwheels.fandom.com/wiki/Range_Rover","16916,19567,21339"
"15226","1996","Oshkosh Snow Plow","1996 Flamethrower Series","https://hotwheels.fandom.com/wiki/Oshkosh_Snow_Plow","2902,19934,29289,55056"
"15228","1996","Radar Ranger","1996 Space Series","https://hotwheels.fandom.com/wiki/Radar_Ranger","18774,19951,21102,24115,27000"
"15229","1996","GM Lean Machine","1996 Space Series","https://hotwheels.fandom.com/wiki/GM_Lean_Machine","16679,11084,19981,21305,57189"
"15230","1996","Alien","1996 Space Series","https://hotwheels.fandom.com/wiki/Alien","16927,18795,21350"
"15231","1996","Treadator","1996 Space Series","https://hotwheels.fandom.com/wiki/Treadator","19960,19500,21100,22423,29287,57155,G6799"
"15233","1996","Ramp Truck","1996 Race Team Series II","https://hotwheels.fandom.com/wiki/Ramp_Truck","13324,19943,24074,26995"
"15234","1996","Baja Bug","1996 Race Team Series II","https://hotwheels.fandom.com/wiki/Baja_Bug","16940,18776,19713,21103,53717,55092,H9069,J0414,J3425,M6905,R7444,R7456,T9921,T9964"
"15235","1996","'57 Chevy","1996 Race Team Series II","https://hotwheels.fandom.com/wiki/%2757_Chevy","13277,15270,15080,18824,18796,19956,24091,27072,29284,50088,54425,B3846,G6739,J3492,M6869,T9722,T9737,T9867,V0061,X1859,X2002,FJW21,FYC41,FYG62,FYF17,GHD26,GHG27,HCV07,HCX92,HTB75,HTD56"
"15236","1996","Bywayman","1996 Race Team Series II","https://hotwheels.fandom.com/wiki/Bywayman","13323,19579,24095,26025,53726,57166"
"15238","1996","Hummer","Mod Bod Series","https://hotwheels.fandom.com/wiki/Humvee_(1992)","16906,19534,24094,53705,B3876,J3264,HCV03,HTB58,HTD00"
"15239","1996","School Bus","Mod Bod Series","https://hotwheels.fandom.com/wiki/School_Bus","13315,16911,18802,21111,24069,29271,50084"
"15240","1996","VW Bug","Mod Bod Series","https://hotwheels.fandom.com/wiki/VW_Bug","13353,13280,16917,18797,21310,J0413,J8028,M6903,FJX62,FJY49,GRY79,GTD22,GTC73,HCV26,HCY59,HCW88,HTB35,HTF09"
"15242","1996","'67 Camaro","Mod Bod Series","https://hotwheels.fandom.com/wiki/%2767_Camaro","13351,13872,18791,21106,23821,55024,57157,G6737,J3415,K7559,P2469,R7511,X1811,X2014,DTY99,DVC96,FBP05,FYF94,GHD59,GHG56,GRY12,GTD32,GTC53,HTB74"
"15243","1996","Big Chill","Dark Rider Series II","https://hotwheels.fandom.com/wiki/Big_Chill","13347,19948,57129,G6802"
"15244","1996","Street Beast","Dark Rider Series II","https://hotwheels.fandom.com/wiki/Street_Beast","16939,18821,21342"
"15245","1996","Thunderstreak","Dark Rider Series II","https://hotwheels.fandom.com/wiki/Thunderstreak","24071,27102,55016"
"15246","1996","Power Pistons","Dark Rider Series II","https://hotwheels.fandom.com/wiki/Power_Pistons","13343,16903,18772,50021,54362,G6787,R7464,CFL11,GHD83"
"15248","1996","Porsche 930","1996 Sports Car Series","https://hotwheels.fandom.com/wiki/Porsche_930","16945,15792,11087,19524,27092"
"15249","1996","Custom Corvette Convertible","1996 Sports Car Series","https://hotwheels.fandom.com/wiki/Custom_Corvette_Convertible","15249,16929,18778,21348"
"15250","1996","Shelby Cobra 427 S/C","1996 Sports Car Series","https://hotwheels.fandom.com/wiki/Shelby_Cobra_427_S/C","18793,22379,26043,53769,C2723,B3782,H9068,J8038,K7648,M6868,R7590,T9814,V0051,V5228,GHC75,GHG36,GTB48,GTD13,HCV65,HCX48,HTB53"
"15251","1996","'59 Caddy","1996 Sports Car Series","https://hotwheels.fandom.com/wiki/%2759_Caddy","13307,15078,18781,24090,50117,55093"
"15253","1996","Rescue Ranger","1996 Splatter Paint Series","https://hotwheels.fandom.com/wiki/Rescue_Ranger","15274,18786,22419,24075,29273,50061,R7540,DHT06,DHX08,FYC82,FYG67,FYG86,GTB09"
"15254","1996","Probe Funny Car","1996 Splatter Paint Series","https://hotwheels.fandom.com/wiki/Probe_Funny_Car","16925,18808,21321,50122,57235"
"15255","1996","'55 Chevy","1996 Splatter Paint Series","https://hotwheels.fandom.com/wiki/%2755_Chevy_(1982)","16948,21311,26993,P2360,P2372,DTX81,FBJ15,FJW61,FJY58,HCV05,HCY10,HCW84"
"15256","1996","'80s Camaro","1996 Splatter Paint Series","https://hotwheels.fandom.com/wiki/%2780s_Camaro","15777,5901,24097,29285,K7560,T9757"
"15258","1996","Speed Machine","1996 Street Eaters Series","https://hotwheels.fandom.com/wiki/Mantis","15258,18813,24102"
"15259","1996","Silhouette II","1996 Street Eaters Series","https://hotwheels.fandom.com/wiki/Silhouette_II","13286,5267,16685,16938,18812,21330,55037,57246"
"15260","1996","Propper Chopper","1996 Street Eaters Series","https://hotwheels.fandom.com/wiki/Propper_Chopper","13312,19967,21109,26008,29298,50103,R7612,X1694,CFH72,CFL84,DTY01,HTB18,HTD69"
"15261","1996","Roll Patrol Jeep CJ","1996 Street Eaters Series","https://hotwheels.fandom.com/wiki/Roll_Patrol_Jeep_CJ","22401,25408"
"15263","1996","Pizza Vette","1996 Fast Food Series","https://hotwheels.fandom.com/wiki/Corvette_Stingray_(1996)","FYG03,HTB52,HTD53"
"15264","1996","Pasta Pipes","1996 Fast Food Series","https://hotwheels.fandom.com/wiki/Pasta_Pipes",""
"15265","1996","Sweet Stocker","1996 Fast Food Series","https://hotwheels.fandom.com/wiki/Sweet_Stocker",""
"15266","1996","Crunch Chief","1996 Fast Food Series","https://hotwheels.fandom.com/wiki/Crunch_Chief",""
"15268","1996","CAT Dump Truck","1996 Silver Series II","https://hotwheels.fandom.com/wiki/CAT_Dump_Truck",""
"15269","1996","'40's Woodie","1996 Silver Series II","https://hotwheels.fandom.com/wiki/%2740%27s_Woodie","15074,19972,21309,25415,55070,57194,G6819"
"15270","1996","'57 Chevy","1996 Silver Series II","https://hotwheels.fandom.com/wiki/%2757_Chevy","13277,15235,15080,18824,18796,19956,24091,27072,29284,50088,54425,B3846,G6739,J3492,M6869,T9722,T9737,T9867,V0061,X1859,X2002,FJW21,FYC41,FYG62,FYF17,GHD26,GHG27,HCV07,HCX92,HTB75,HTD56"
"15271","1996","Oscar Mayer Wienermobile","1996 Silver Series II","https://hotwheels.fandom.com/wiki/Oscar_Mayer_Wienermobile","J3483"
"15273","1996","Ambulance","1996 Fire Squad Series","https://hotwheels.fandom.com/wiki/Ambulance_(1989_Workhorses)","21110,50085,57131"
"15274","1996","Rescue Ranger","1996 Fire Squad Series","https://hotwheels.fandom.com/wiki/Rescue_Ranger","15253,18786,22419,24075,29273,50061,R7540,DHT06,DHX08,FYC82,FYG67,FYG86,GTB09"
"15275","1996","Flame Stopper","1996 Fire Squad Series","https://hotwheels.fandom.com/wiki/Flame_Stopper","18784,5027,23819,27080,53727,R7605"
"15276","1996","Fire Eater","1996 Fire Squad Series","https://hotwheels.fandom.com/wiki/Fire_Eater","13309,GTB15"
"15074","1996","'40's Woodie","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2740%27s_Woodie","15269,19972,21309,25415,55070,57194,G6819"
"15083","1996","Auburn 852","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Auburn_852","19962,21304,50646,55060,57188"
"15076","1996","Ferrari 250","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Ferrari_250","5665,12936,17961,19559,53747,P2494"
"15077","1996","Jaguar XJ220","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Jaguar_XJ220","13283,12865,16931,18787,21107,24096,27126,50123,FYC32,GHC34"
"15078","1996","'59 Caddy","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2759_Caddy","13307,15251,18781,24090,50117,55093"
"15079","1996","Dodge Viper RT/10","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Dodge_Viper_RT/10","18790,23816,22405,25385,50044,DVB06,DVC49,GHD75,HCV80,HCY40,HKH43,HKK11"
"15080","1996","'57 Chevy","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2757_Chevy","13277,15235,15270,18824,18796,19956,24091,27072,29284,50088,54425,B3846,G6739,J3492,M6869,T9722,T9737,T9867,V0061,X1859,X2002,FJW21,FYC41,FYG62,FYF17,GHD26,GHG27,HCV07,HCX92,HTB75,HTD56"
"15081","1996","Ferrari 355","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Ferrari_355","13338,13338"
"15082","1996","'58 Corvette","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2758_Corvette","19949,24106,G6738,L3015,M6965"
"15075","1996","Lamborghini Countach","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Lamborghini_Countach","4384,19937,55081,C2704,DTX49,DVB37,FJW50,FJY44,FJV70"
"15084","1996","Dodge Ram 1500","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/Dodge_Ram_1500","13344,19966,22415,24073,26027,54460,57134,J8008,K6137,M6880,P2407,R7533,BFD59,BFF68,DHR50,DXY65,DTX71,FBH90"
"15085","1996","'37 Bugatti","1996 Treasure Hunts","https://hotwheels.fandom.com/wiki/%2737_Bugatti","2195,24112,53706,55090"
"4699","1996","Shadow Jet","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Shadow_Jet","13297,16935,18773,21306,53746,J3452,M6888"
"5267","1996","Silhouette II","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Silhouette_II","13286,15259,16685,16938,18812,21330,55037,57246"
"11253","1996","'93 Camaro","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/%2793_Camaro","13325,15776,18768,19961,21346"
"13506","1996","Sol-Aire CX-4","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Sol-Aire_CX-4","13506,18823,18805,13578,26045"
"5667","1996","BMW 850i","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/BMW_850i","16305,94360,24107,27125,27001"
"12924","1996","Chevy Stocker","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Chevy_Stocker","16918,18555,19573,50020,54416,B3766,G6792"
"12935","1996","Ferrari F40","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Ferrari_F40","17963,18788,23813,27089,53738"
"12933","1996","Ferrari 348","1996 Hot Wheels","https://hotwheels.fandom.com/wiki/Ferrari_348","95546,23803,27073,55022"
